PC1;PC2;lead_id
-0.6434034178856929;-0.18976565026782016;122025
-1.7629760815891378;-0.9429800955112079;142025
-0.36961958796123695;-0.46354948019227454;172025
-0.29384854407874206;0.08494184557417324;182025
-1.0711608363750893;-1.3226641559007815;202025
-0.4821827393911154;0.11721044847431004;242025
-0.6146123177091534;-0.062491158032123864;302025
1.3039389845436535;2.076662942433204;312025
-0.9537346833453089;-1.2840247165183256;332025
-0.5215760962147782;0.15660380529797255;342025
-1.229488181110948;-1.008271218752688;352025
0.7599711634244518;1.0599748394300472;362025
0.4917568400708892;-0.2324667613387473;382025
-1.543881118259042;-0.8499438740168314;412025
-0.20232015746678203;0.617675828611156;432025
0.11676603280488591;0.2985896383394897;442025
-0.059750155460388706;0.31904023419252786;452025
-0.273397948225703;-0.09157434269110123;492025
1.6175780042505399;2.0751551075507906;502025
0.05918383245180709;0.04404065386809708;512025
-0.17717630849016916;0.28040079481007213;532025
-1.0325213969926343;-1.2052380028710006;552025
-0.23626634372566324;0.3394908300455659;572025
-0.059750155460388706;0.31904023419252786;592025
0.01903655818693675;0.2402535205452028;602025
4.9810916830860235;-4.4096704195293865;622025
-0.21732358275503952;0.4766136614871779;632025
1.8561998975161391;1.368336437048486;672025
-1.582520557641497;-0.9673700270466122;692025
-0.5144513422912532;0.3055446437866833;722025
-0.5097580891676794;0.14478579825087382;732025
-0.29234070919632676;-0.2286971741327132;752025
-0.8558354602510317;-0.44553038513918913;782025
-0.5249312629322649;-0.7764345824579543;802025
-0.02111071607793358;0.4364663872223085;812025
-0.09688175996042847;-0.1120249385441393;892025
-1.4264549652292613;-0.8113044346343757;902025
0.4455782262763578;1.218302184165904;962025
0.49100292262968165;-0.07564725148530409;992025
1.0342168263076754;1.097860361371296;1022025
0.47072207525297066;0.88102715036482;1032025
0.031778231151571294;0.8517742172295105;1072025
0.8440352991602307;-0.1165484431913802;1082025
0.4508556483648113;0.12056561519180163;1112025
1.382725698190979;1.9978762287858791;1122025
-0.015629595817886425;0.2749196745500258;1132025
0.3713150172762782;0.3561718386925698;1142025
1.055421339601922;0.7645246632525784;1162025
0.45647256740592096;0.5831454733873986;1172025
0.884182573425101;-0.3127613098684859;1202025
-1.2114690860578599;-1.494487091042483;1232025
0.11282669712251964;0.30252897402185597;1242025
-0.2332506739608327;-0.28778720936820695;1282025
-0.15354029439597153;0.2567647807158746;1312025
-1.5431272008178343;-1.0067633838702745;1322025
-0.30097329800226696;-0.06399899291453746;1372025
0.3773463568059393;-0.8983842401349759;1392025
0.49477250983571974;-0.8597448007525201;1402025
0.01677480586331381;0.7107120501055323;1412025
0.4872333354236435;0.7084502977819118;1422025
0.21223375509921216;0.8273842856941062;1482025
-0.0439928127309236;0.3032828914630628;1512025
-0.6264303247562522;-0.050673150985025076;1532025
-0.45066805393218523;0.08569576301538005;1572025
-0.592484138497371;0.22751184758056506;1582025
0.9235759302487638;-0.3521546666921484;1592025
-1.1878330719636623;-1.5181231051366804;1622025
0.09706935439305456;0.31828631675132096;1642025
-0.36626442124375014;0.46948890756365214;1672025
-0.01960288119551833;0.1228273675154221;1702025
1.1486273095726256;1.7637778401675246;1712025
-0.19368756866084189;0.45297764739298035;1722025
-1.6022172360533284;-0.9476733486347809;1732025
0.0025252980162640505;0.412830373128111;1742025
0.7993645202481146;1.0205814826063848;1762025
0.6652573585713333;0.37436068222198743;1772025
0.17585606804037998;0.23949960310399596;1822025
-0.20232015746678203;0.617675828611156;1832025
0.37282285215869354;0.04253281898568341;1842025
0.42721963427061366;0.14420162928599914;1852025
-1.2287342636697403;-1.1650907286061314;1862025
-0.33324190090240474;0.12433520239783573;1892025
-0.2749057831081183;0.22206467701578517;1912025
0.9357334342485186;1.1963437534304524;1942025
-0.2756597005493259;0.3788841868692284;1952025
-1.3461604166995207;-1.203730167988587;1962025
0.05918383245180709;0.04404065386809708;2012025
-0.35369249675544373;0.30085139066311023;2032025
-0.22520225411977204;0.48449233285191035;2062025
0.9235759302487638;-0.3521546666921484;2072025
0.3548037571056055;0.528748691275478;2112025
-0.002921872548517561;0.7304087285173636;2142025
-0.0605040729015963;0.47585974404597103;2152025
1.5849699043977459;0.7031728756934641;2172025
0.8286174533834217;1.4595253267077843;2182025
-0.04248497784850832;-0.010356128243823615;2192025
-0.22914158980213836;0.4884316685342766;2202025
-1.7629760815891378;-0.9429800955112079;2252025
-1.432071884270371;-1.273884292829973;2262025
3.212160213227239;-3.4210669117317902;2302025
-0.09688175996042847;-0.1120249385441393;2312025
-0.13778295166650648;0.2410074379864096;2352025
3.5614230025517504;-2.6778705541706502;2392025
0.1878438235638069;1.007839809641747;2422025
-0.08653763810047929;0.3458277168326183;2502025
1.5631812221386197;1.9734862972504748;2512025
0.42721963427061366;0.14420162928599914;2542025
0.6485763499243324;-0.23322067877995417;2552025
-0.19611906946079288;0.14327796336846016;2572025
-0.5437042754265605;-0.13339920031471636;2662025
-1.146592383304928;-0.31083905449752974;2712025
-0.8014386781391115;-0.3438615748388735;2732025
2.7439634359905325;-3.8892636889684993;2812025
-1.0355370667574648;-0.577959963457228;2912025
-0.8021925955803191;-0.18704206498543022;2922025
-1.4264549652292613;-0.8113044346343757;2992025
-0.25520910469628694;0.2023679986039539;3002025
-0.25520910469628694;0.2023679986039539;3012025
0.35312617374686217;0.062229497397514696;3052025
-0.20232015746678203;0.617675828611156;3062025
-0.5483975285501345;0.027359645221093118;3152025
-0.46567147922044266;-0.05536640410859815;3162025
-0.02111071607793358;0.4364663872223085;3222025
0.6236022494240476;0.8842125686059795;3302025
-0.9537346833453089;-1.2840247165183256;3312025
0.6811844497771264;1.1387615530773723;3512025
-1.2711432902582336;-0.4984193323686962;3642025
